ID;Name;Country;County;City;PostalCode;District;Street1;Street2;Intro;Description;GeocoordinateString;Website;Email;Phone;MondayOpenHours;TuesdayOpenHours;WednesdayOpenHours;ThursdayOpenHours;FridayOpenHours;SaturdayOpenHours;SundayOpenHours;Category;Mood;OutdoorSeating;HappyHour;Wifi;PriceRange;PaymentAccepted;RestaurantServices;MenuUrl;Booking;ParkingType;PublicTransport;FacebookId;FacebookUserPage;TwitterName;TwitterUserPage;InstagramId;InstagramUserPage;GooglePlusUserPage;FoursquareId;FoursquareUserPage;FacebookLikes;FacebookCheckins;FoursquareLikes;FoursquareCheckIns;FoursquareTips;IsPermanentlyClosed;BusinessFound;Updated Columns;Overwritten Columns
;Academia da Cachaca;BR;RJ;Rio de Janeiro;22430-200;;R. Conde Bernadotte, 26;;A laid-back yet up-market Leblon classic specialising in North East Brazilian food and great cocktails all built from the traditional Brazilian spirit ...;A laid-back yet up-market Leblon classic specialising in North East Brazilian food and great cocktails all built from the traditional Brazilian spirit of cachaca. There are at least 500 varieties of the potion to choose from - served up either straight, as traditional Caiparinhas, or as colourful fruity concoctions by barmen who are quite clearly pass masters. Try the passion-fruit Caiparinha with real fruit floating inside - best sipped while snacking on something like a manioc croquette with cream cheese. Our kind of academy!;-22.980767372830687,-43.22227478027344;http://www.academiadacachaca.com.br/;;5524921159;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-02:00;12:00-02:00;12:00-01:00;Bar,Pub,Restaurant,Cocktail;Casual;true;;;$$$;cash,amex,mastercard,visa,discover;groups,outdoor,dinner,lunch;;;street;;2,34973E+14;https://www.facebook.com/academiadacachaca;;;247450591;http://instagram.com/Academia+da+Cacha%C3%A7a;;4b058720f964a5202c8122e3;https://foursquare.com/v/academia-da-cacha%C3%A7a/4b058720f964a5202c8122e3;5814;1075;146;4341;123;;true;[County, PostalCode, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, PriceRange, PaymentAccepted, RestaurantServices, ParkingType, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Website, Phone]
;De La Ville Café;FR;Île-de-France;Paris;75010;Champs Elysees;34/36 boulevard de Bonne Nouvelle;;A lascivious and ultra cool former 19th century bordello, now a stylish low key café by day and swanky pre-club venue at night. Actors, models and the ...;A lascivious and ultra cool former 19th century bordello, now a stylish low key café by day and swanky pre-club venue at night. Actors, models and the likes of DJ Lauren Garnier clink glasses, trade air kisses and generally help make it the hot spot of the moment. Inside it's got marble columns, distressed walls and a grand staircase, a style which suits both the afternoon tea sophisticates and the hip, younger club set who come in later when the candles light up and the music begins to glow. Staff serve delicious if pricey cheese platters and charcuterie dishes, but for your money the extra minty Mojitos are out of this world. Some village café, you will agree.;48.87057117805289,2.3490584836105346;http://www.delavillecafe.com;;33148244809;11:00-02:00;11:00-02:00;11:00-02:00;11:00-02:00;11:00-02:00;11:00-02:00;12:00-02:00;Restaurant;;true;;true;$$;cash,creditcards;;;;;;3,00754E+14;https://www.facebook.com/pages/De-La-Ville-Caf%C3%A9/300754363367293;;;267948130;http://instagram.com/De+La+Ville+Caf%C3%A9;;4adcda06f964a520a73221e3;https://foursquare.com/v/delaville-caf%C3%A9/4adcda06f964a520a73221e3;1;139;77;5969;96;;true;[County, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, Street1, GeocoordinateString, Website, Phone]
;La Chunga;FR;;Cannes;6400;;Rue De Latour Maubourg;;A late-night piano bar just opposite the classy Martinez. It's equally plush  and sophisticated although in a more classic 50s new wave French film way. ...;A late-night piano bar just opposite the classy Martinez. It's equally plush  and sophisticated although in a more classic 50s new wave French film way.  You may not find J.P. Belmondo at one of the tables but movie stars from the  festival pack are in here post-midnight for music and drinks that flow until  late. Martinis are taken at dark corner tables although whiskey-sours drunk  by louche film academics seem part of the scene. Bar-staff are wise and  attentive with the confident in-control air of those who have seen it all.;43.5479783787,7.03023243847;http://www.lachungacannes.com;;33493941129;;;;;;;;Bar,Cafe,Restaurant;;;;;;;dinner;;;;;1,19658E+14;https://www.facebook.com/lachungacannes;;;258242882;http://instagram.com/La+Chunga+Cannes;;;;249;410;;;;;true;[PostalCode, Website, Category, RestaurantServices, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Phone]
;La Perla;IT;;Rimini;47900;;189  Vle Vespucci  Riccione;;A legendary club with a reputation for attracting more than its fair share of  local beauties. Expect pricey yet powerful cocktails at the long bar, served ...;A legendary club with a reputation for attracting more than its fair share of  local beauties. Expect pricey yet powerful cocktails at the long bar, served  by stylish bar staff trying to cope with the crowd. Your fellow drinkers and  dancers are firmly from La Dolce Vita set, stylish and up-market and  possibly involved in the modelling industry. Down a vodka for courage and  request a dance from that Perla in the Versace evening dress.  ;43.9926583666951,12.6724398136139;http://caffelaperla.it/index.html;;00 39 0541 789 453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Shirakaba;JP;;Kyoto; 606-8313;;Nakaoji-cho  Yoshida yama;;A legendary, yet hard-to-find gem in a residential area to the side of Yoshida  Hill, you'll only know it by the little red door that marks the entrance. ...;A legendary, yet hard-to-find gem in a residential area to the side of Yoshida  Hill, you'll only know it by the little red door that marks the entrance.  Once a hangout for student activists of nearby Kyoto University, it used to  have twenty-four hour police surveillance. Things have calmed down now  though and if you make it out here, you'll find a general air of drunken  joviality through the cigarette smoke. The locals are a mix of young  intellectuals and bohemian types who like to party, while the current  owner, former partner of a late student leader, holds an annual cherry  blossom party in his memory. We'll drink to that.;35.0232964,135.7824837;;;00 81 75 771 2388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Libertine;AU;QLD;Paddington;4064;;The Barracks;61 Petrie Terrace;A libertine by definition defies convention. If you answer to this description, this place may well be for you. With chandeliers and gold-leaf walls, ...;A libertine by definition defies convention. If you answer to this description, this place may well be for you. With chandeliers and gold-leaf walls, timber floors and artfully strewn cushions, the mood is by turns intimate and hedonistic. A luxurious sofa wraps around the bar and leads to an even cosier room. As the shadows of the candles flicker against the ruby red walls, it feels as if you have inadvertently entered an opium den.  The beautiful people sip cocktails in the separate lounge before taking their seats to sample chef Ryan Crawford's French-Vietnamese fare. Rest assured that the bar staff are more than equal to the high standard set in the kitchen. Tamara's Libertini, for example, is a delicious ode to gin with lychee and grapefruit. Small wonder then that this compelling marriage of cocktails and chopsticks has lured so many social butterflies, and one hopes it will continue to do so.;-27.46525123864517,153.01311492919922;http://www.libertine.net.au;;61733673353;17:00-22:30;17:00-22:00;12:00-14:30,17:00-22:30;12:00-14:30,17:00-22:30;12:00-14:30,17:00-22:30;12:00-14:30,17:00-22:30;12:00-14:30,17:00-22:30;Bar,Cocktail,Restaurant;;true;true;false;$$;cash,creditcards;groups,outdoor,reserve,dinner,lunch;foursquare.com/v/libertine-bar--restaurant/4be3bfd61dd22d7f4d7a97bd/menu;;lot;;1,3288E+14;https://www.facebook.com/libertine.net.au;libertinebris;https://www.twitter.com/libertinebris;229571726;http://instagram.com/Libertine+Bar+and+Restaurant;;4be3bfd61dd22d7f4d7a97bd;https://foursquare.com/v/libertine-bar--restaurant/4be3bfd61dd22d7f4d7a97bd;3883;2967;7;554;15;;true;[County, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, HappyHour, Wifi, PriceRange, PaymentAccepted, RestaurantServices, MenuUrl, ParkingType, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[City, PostalCode, Street1, Street2, GeocoordinateString, Phone]
;Blue Bar;JP;;Fukuoka;8 100 801;;40362  Wakamatsu Building BFI  Nakasu;;A literal blue bar not a metaphorical one, the ceilings, walls and lights in  here are all in various ocean shades that gradually wash over you like water ...;A literal blue bar not a metaphorical one, the ceilings, walls and lights in  here are all in various ocean shades that gradually wash over you like water  in waves. It's a bit Space Odyssey trippy and the rays of blue ceiling light  add to the spacey effect. Or is that the powerful cocktails poured by the  luminous blue bar staff. Music is  ambient to trip hop and blue curacoa is a popular mixer.  ;33.59158955727,130.408496440211;;;00 81 (0)92 262 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Scheltema;NL;;Amsterdam;1012;;Nieuwezijds Voorburgwal 242;;A little aloof, perhaps, but this cultured bar is rather good and the bar staff know their trade. It used to be bustling with media bods, but they've ...;A little aloof, perhaps, but this cultured bar is rather good and the bar staff know their trade. It used to be bustling with media bods, but they've all long gone and left a quieter, more relaxed crowd. Don't expect a knees-up every night, just a good place to unwind in peace.;52.3721143546,4.8906544911;;;31206232323;;;;;;;;Bar,Cafe;;;;;;;;;;;;2,14062E+14;https://www.facebook.com/pages/Cafe-Scheltema/214062305276446;;;;;;;;78;412;;;;;true;[PostalCode, Category, FacebookId, FacebookUserPage, FacebookLikes, FacebookCheckins];[GeocoordinateString, Phone]
;Zest ;NL;North Holland;Amsterdam;1053 LE;;Bilderdijkstraat 188;Kinkerstraat;A little bit away from the main town centre, and consequently not clogged with tourists, Zest is possibly the first and only Bulgarian bar in Amsterdam.;A little bit away from the main town centre, and consequently not clogged with tourists, Zest is possibly the first and only Bulgarian bar in Amsterdam. It’s a smallish space with a few boxy benches outside on the pavement. Inside there’s a grand chandelier which is juxtaposed with more quirky and down to earth décor. There is local art on the walls and a few potted plants dotted about the place.Run by Vasil Karov and Nico Hubenov, Zest offers a range of drinks – beers, teas and a nice line in Bulgarian wines as well as a small range of cocktails. Keeps things simply and you’ll be best rewarded. The café-bar also serves a range of tapas/mezze plates as well as a number of Bulgarian-influenced dishes, including a delicious organic Bulgarian potato salad, and various Bulgarian stews, like guveche, stuffed peppers and a vegan bobchorba soup – in fact vegans and vegetarians are surprisingly well catered to here  though there are also burgers if you’d prefer. The atmosphere is laid back and welcoming and later in the evening, with local DJs behind the decks, the place has a really nice buzz about it, cool and convivial. It’s easy to see why this has quickly established itself as a favourite in this part of town.  ;52.366669523574444,4.872580459083718;http://www.zestamsterdam.nl;;31204129631;17:00-01:00;16:00-01:00;17:00-01:00;17:00-01:00;17:00-03:00;17:00-03:00;17:00-01:00;Restaurant,Bar,Tapas;Casual;true;;true;$$;cash;delivery,groups,outdoor,reserve,dinner;;;street;Trams 3, 7, 12, 17;1,30483E+14;https://www.facebook.com/zest.amsterdam;;;47344296;http://instagram.com/Zest;;50674824e4b0890847912b06;https://foursquare.com/v/zest/50674824e4b0890847912b06;558;214;8;130;7;;true;[County, PostalCode, Street2, Phone, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, ParkingType, PublicTransport, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, GeocoordinateString, Website]
;Chelsea;BE;Bruxelles-Capitale;Brussels;1060;;chaussée de Charleroi 85;;A little gem on Chaussée de Charleroi, this one a combo of wine bar, restaurant and cigar lounge. It's called Chelsea but it's of multiple themes and ...;A little gem on Chaussée de Charleroi, this one a combo of wine bar, restaurant and cigar lounge. It's called Chelsea but it's of multiple themes and far from the Sloane range. The lavish interior includes Oriental carpets and antique furniture imported from Rajasthan, while the garden out back is a little nod to the English countryside. The original wine menu includes the option of a 'set' of six wines in small glasses so you get a wide range - just think of it as liquid tapas. The menu meanwhile includes gems like caviar of vegetables. Go Chelsea!;50.830506,4.356165;http://www.chelsea.be;;+ 32 2 544 1977;;;;;;;;Bar,Wine;;;;;;;;;;;;;;;;;;;4ade0d76f964a520b56b21e3;https://foursquare.com/v/chelsea/4ade0d76f964a520b56b21e3;;;0;1;0;;true;[County, Category, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString]
;Caliente;FR;;Cannes;;;84  Boulevard La Croisette;;A lively classic on the Croisette and open all year which makes a change  since Cannes becomes Can't in the winter. The theme is sultry South  Americana, ...;A lively classic on the Croisette and open all year which makes a change  since Cannes becomes Can't in the winter. The theme is sultry South  Americana, with regular Latino groups playing salsa and samba until the  early hours. We particularly like the sea front terrace where tropical  cocktails from the Pina Colada to the Caiparinha are served from sunset to  sunrise. There's space for 250 inside which is good in cooler months but if  you're on the strong drinks and dancing up a storm, you'll be hot inside and  out.;43.5456,7.03442;;;+33 4 9394 4959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Pusser's New York Bar;DE;;Munich;80331;;Falkenturmstr. 9;;A lone European outpost for a bar born in the British Virgins Islands, the interior of Pusser’s is decorated with British naval paraphernalia from the18th ...;A lone European outpost for a bar born in the British Virgins Islands, the interior of Pusser’s is decorated with British naval paraphernalia from the18th and 19th centuries. As you might expect given Pusser’s provenance, the bar specializes in Caribbean-inspired cocktails. The majority of the drinks are rum-based and they pack a considerable punch. Their signature tipple is the Pusser's Painkiller, a potent mix of rum, orange juice, coconut, pineapple, and nutmeg) or you could just make like a sailor opt for a shot of Grog. There’s a piano bar in the cellar and the bar stays open until the small hours.;48.1384928551,11.5804661862;http://www.pussersbar.de/;cocktails@pussers.info;4989220500;18:00-03:00;18:00-03:00;18:00-03:00;18:00-03:00;18:00-03:00;18:00-03:00;18:00-03:00;Bar;;;;;;;;;;;;2,93953E+14;https://www.facebook.com/pages/Pussers-New-York-Bar/293953150638731;;;259136584;http://instagram.com/Pussers+New+York+Bar;;;;72;430;;;;;true;[PostalCode, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Phone]
;Café Commercial;ES;;Madrid;;;Glorieta de Bilbao 7;;A Madrid institution that's seen it all since before the Civil War. On a  bustling intersection in the business district it's ideal for a lunch or  post- ...;A Madrid institution that's seen it all since before the Civil War. On a  bustling intersection in the business district it's ideal for a lunch or  post- work rendezvous. Inside is all heavy wooden tables and leather-lined  seats while the walls are mirrors that reflect the clientele: office workers  and artists, artisans and intellectuals, the young and the old. Alcohol is  straight up beers and spirits but why not prepare for a night on the town  with a shot of Pacharan - a fruity Spanish liqueur. Salud!  ;40.4288,-3.70216;;;91 521 56 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Drift Bar in Ravesi's;AU;;Sydney;;;Campbell Pde &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lavo;US;NV;Las Vegas;89109;;3325 Las Vegas Blvd S;at The Palazzo;A Mediterranean theme dominates the décor at Lavo, the Venetian’s high-end restaurant and nightclub. The plaster work, tiling and the tinkling fountains ...;A Mediterranean theme dominates the décor at Lavo, the Venetian’s high-end restaurant and nightclub. The plaster work, tiling and the tinkling fountains are all meant to bring to mind the sun-warmed cities of Italy. Created by the team behind Tao, this is a lavish and ornate space. Huge lanterns hang over the main bar, bathing the expansive cocktail lounge in a warm glow. There’s an attractive VIP area and the view from the terrace out over the Strip is one of the best in the city. The kitchen serves well-executed, if over-fussy, Italian cuisine so you can dine in style before crossing the walkway into the throbbing club room, its dance floor crammed with honed, glamorous bodies moving to a standard Vegas mix of hip-hop and R’n’B. Girls shimmy on a series elevated platforms, drinks in hand, and the mood is vibrant, seductive and very, very Vegas.;36.12428743308351,-115.16959190368652;http://www.lavolv.com;;17027911800;17:00-00:00;17:00-01:00;17:00-01:00;17:00-01:00;17:00-02:00;18:30-02:00;17:00-00:00;Restaurant,Nightlife,Nightclub,Bar,Lounge,Cocktail;Sophisticated;true;;true;$$$;cash,mastercard,americanexpress;dinner;foursquare.com/v/lavo-italian-restaurant--nightclub/49de85bef964a52069601fe3/menu;;;;38345802460;https://www.facebook.com/lavo;lavolv;https://www.twitter.com/lavolv;310918;http://instagram.com/LAVO+Las+Vegas;;49de85bef964a52069601fe3;https://foursquare.com/v/lavo-italian-restaurant--nightclub/49de85bef964a52069601fe3;43753;111788;186;21738;173;;true;[County, PostalCode, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, MenuUrl, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, Street2, GeocoordinateString, Website, Phone]
;Quai des Artistes;MC;;Monaco;98000;;4 Quai Antoine 1er;Quai Antoine ler  Monte Carlo;A modern Parisian style brasserie in the most desirable spot bang on the  Monaco harbour. And it's far more than just a brasserie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Light Bar;GB;Greater London;London;WC2N 4HX;Covent Garden and Holborn;45 St. Martin's Ln;;A more eclectic drinkerie than this is hard to imagine: designed by Phillipe Starck, this is a bar without a bar (it's screened off) within a trademark ...;A more eclectic drinkerie than this is hard to imagine: designed by Phillipe Starck, this is a bar without a bar (it's screened off) within a trademark minimalist setting. As the name intimates, light is the focal point and the ceiling lighting of pure colour is breathtaking. This is table service only, so you'll soon be on first name terms with your divinely dressed neighbours as you share some of the finest cocktails together, if you can get on the guest lists that is.;51.510398467611765,-0.12675046920776367;http://backofhouse.morganshotelgroup.com;;4,42073E+11;;;;;;;;Bar,Cocktail;;false;;false;$$$;cash,creditcards;;;;;;65500976667;https://www.facebook.com/65500976667;morganshotels;https://www.twitter.com/morganshotels;751134;http://instagram.com/Light+Bar;;4ac518bef964a52022a320e3;https://foursquare.com/v/light-bar/4ac518bef964a52022a320e3;;;15;610;9;;true;[County, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Website, Phone]
;Rockpool Bar and Grill;AU;VIC;Southbank;3006;;8 Whiteman St.;at Crown Complex;A more informal offshoot of Neil Perry’s rightly renowned Rockpool restaurant in Sydney. The Melbourne-based Bar and Grill allows you to sample Perry’s food – based on an ethos of insanely fresh produce cooked simply and well – ;A more informal offshoot of Neil Perry’s rightly renowned Rockpool restaurant in Sydney. The Melbourne-based Bar and Grill allows you to sample Perry’s food – based on an ethos of insanely fresh produce cooked simply and well – without inflicting as much damage on your wallet (though that’s not to say it’s cheap, far from it). The Bates Smart designed room is airy and impressive. You can opt to dine in the restaurant proper - the wagyu beef is divine - or lounge in the bar, sipping top quality cocktails and perusing a menu of bar food far, far above the usual snacks and platters.  A great place to impress a date or simply to unwind after work with a superb glass of wine and an out-of-this-world burger.;-37.82178544741225,144.95992183685303;http://www.rockpool.com/melbourne/;;61386481900;;;;;;;;Restaurant,Nightlife,House;;false;;;;cash,creditcards;dinner,lunch;foursquare.com/v/rockpool-bar--grill/4b0a16a6f964a520ae2123e3/menu;;;;;;rockpoolgroup;https://www.twitter.com/rockpoolgroup;1967011;http://instagram.com/Rockpool+Bar+%26+Grill;;4b0a16a6f964a520ae2123e3;https://foursquare.com/v/rockpool-bar--grill/4b0a16a6f964a520ae2123e3;;;53;2199;55;;true;[County, Phone, Category, OutdoorSeating, PaymentAccepted, RestaurantServices, MenuUrl, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[City, PostalCode, Street1, Street2, GeocoordinateString, Website]
;The Bar Room at the Museum of Modern Art;US;NY;New York;10019;Midtown Manhattan;9 W 53rd St;Museum of Modern Art;A museum as famous as New York’s MoMA requires a suitably stylish bar and restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Blue Naartjie;ZA;;Johannesburg;;;46 8th Street Orange Grove;;A naartjie, for those who don't know, is a tasty South African tangerine. Head to this bar in Orange Grove suburb though and you're more likely to be ...;"A naartjie, for those who don't know, is a tasty South African tangerine. Head to this bar in Orange Grove suburb though and you're more likely to be tasting fruity cocktails than simple fruit. Set in a pretty tree-lined street, the lively vibe in summer goes on until day break when the toughest ""Joburg jollers"" are still on the go. The interior has eccentric wall decorations and comfy furniture and your friendly fellow boozers are a mix of hard living hipsters and in-the-know tourists. With a drinks selection wide enough to suit all tastes why not take a beer, a brandy or a bourbon up to the top floor balcony and decide whether you want to stay until dawn.";-26.1632,28.0835;;;270 725 277 704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;American Junkie;US;IL;Chicago;60654;;15 W Illinois St Fl 2;N State St;A new addition to a burgeoning mini chain of West Coast-based eateries, the River North branch of American Junkie seems determined to set itself apart from its siblings.;A new addition to a burgeoning mini chain of West Coast-based eateries, the River North branch of American Junkie seems determined to set itself apart from its siblings. The venue is attempting to mark itself out in more ways than one. This is a far more upmarket affair than its predecessors – to let people know it’s more than just a big noisy sports bar where people have a propensity to dance on the tables - with a food menu that’s chef driven and seasonal, featuring dishes like a double decker burger - made with LaFrieda beef from New York – and smoked pork shoulder. The cocktail programme echoes that sense of repositioning, with a decent array of drinks that will please the masses while also keeping the purists happy. Fresh juices and fresh, seasonal berries play a big part in the mixed drinks, while they also stock some on-trend kegged cocktails, which are set to change seasonally. It’s a vast, sprawling space, spread over two floors, which seats around 320 in all and proudly boasts “one of the Midwest’s largest high-definition TV screens” in addition to a retractable roof for nights when the weather is warmer and a ‘descending DJ booth’ for nights when you want to hit the dance floor  - after your chef-driven, seasonal dinner and quality cocktails, that is.;41.89075319634731,-87.62847661972046;http://www.americanjunkiechi.com;;13122390995;closed;17:00-02:00;19:00-02:00;19:00-02:00;19:00-02:00;19:00-03:00;12:00-00:00;Nightlife,Nightclub,Bar,Lounge,Cocktail,DJ;Casual;true;;true;$$$;cash,amex,mastercard,visa,discover;groups,outdoor,reserve,dinner,lunch;foursquare.com/v/american-junkie/51327549e4b0f53f8fcf31b7/menu;;street,valet;Red Line to Grand;1,3246E+14;https://www.facebook.com/chicagojunkie;atticatjunkie;https://www.twitter.com/atticatjunkie;71761266;http://instagram.com/American+Junkie+Chicago;;528180be11d2f33611d3c384;https://foursquare.com/v/attic-at-american-junkie/528180be11d2f33611d3c384;7627;37412;4;39;0;;true;[County, Street2, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, MenuUrl, ParkingType, PublicTransport, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[PostalCode, Street1, GeocoordinateString, Website, Phone]
;Sp!r!t;GB;;Manchester;M1 3EZ;;10  Canal Street;;A new and ultra stylish addition to the Canal Street posse, the seductively curved glass frontage houses a three-floored restaurant and bar, where brickwork ...;A new and ultra stylish addition to the Canal Street posse, the seductively curved glass frontage houses a three-floored restaurant and bar, where brickwork and bare floors dominate. Struggle not to slip off the designer stools whilst watching the elegant eaters and succulent sippers on the floors below.;53.4773,-2.2368;;;1 612 379 725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;The Apartment;NZ;Wellington;Wellington;6011;;25 Allen St;Te Aro ;A New York loft-style lounge bar, located in the heart of Courtney Place, The Apartment is a seriously stylish spot, open for breakfast and coffee by day while also offering a cracking range of cocktails in the evening. Inside it’s airy and open, but with defined areas for dining and drinking.;A New York loft-style lounge bar, located in the heart of Courtney Place, The Apartment is a seriously stylish spot, open for breakfast and coffee by day while also offering a cracking range of cocktails in the evening. Inside it’s airy and open, but with defined areas for dining and drinking. The décor is contemporary and urban, lots of bare brick and soft brown leather, sculptural light fittings, a dramatic wooden bookcase (complete with grandfather clock) which bisects the space and a roaring fireplace which beckons temptingly on cold nights. The cocktail list features all the classics and has a definite New York leaning: Manhattans, Old Fashioneds, and the like, More contemporary creation include a Gingerbread Martini, a sweet, fruity Apricot Squeeze, the punchy, chili-laced Sofrito, the blueberry-packed West Hampton and for those with seriously sweet teeth, a Jaffa Cake Martini and, gulp, a Werther’s Original Martini.  There’s a substantial wine list and a decent food menu too. More sophisticated than some places on the strip, it has a relaxed but stylish atmosphere and has something to offer both those popping in to unwind after work and those out to make an evening of it. ;-41.29331,174.782102;http://www.theapartment.co.nz/;;6443859771;08:00-00:00;08:00-00:00;08:00-00:00;08:00-01:30;12:00-03:00;12:00-03:00;closed;Bar,Lounge,Cocktail,Wine;Casual;true;true;;$$;cash,amex,mastercard,visa;groups,outdoor,reserve;;;street;Bus and taxi services available.;1,75114E+14;https://www.facebook.com/theapartmentbarwgtn;;;416565;http://instagram.com/The+Apartment;;4bf5c3da92d1952153a6591f;https://foursquare.com/v/the-apartment-wellington/4bf5c3da92d1952153a6591f;2189;3847;4;743;4;;true;[County, Website, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, HappyHour, PriceRange, PaymentAccepted, RestaurantServices, ParkingType, PublicTransport, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, GeocoordinateString, Phone]
